wavelength,global_irradiance,direct_irradiance
280.0,0.0000000000000000000000473,0.0000000000000000000000000
280.5,0.0000000000000000000012307,0.0000000000000000000000011
281.0,0.0000000000000000000056895,0.0000000000000000000000061
281.5,0.0000000000000000001566200,0.0000000000000000000002748
282.0,0.0000000000000000011946000,0.0000000000000000000028346
282.5,0.0000000000000000045436000,0.0000000000000000000132710
283.0,0.0000000000000000184520000,0.0000000000000000000676460
283.5,0.0000000000000000353600000,0.0000000000000000001461400
284.0,0.0000000000000007267000000,0.0000000000000000049838000
284.5,0.0000000000000024856000000,0.0000000000000000216240000
285.0,0.0000000000000080142000000,0.0000000000000000899980000
285.5,0.0000000000000426130000000,0.0000000000000006442400000
286.0,0.0000000000001368400000000,0.0000000000000023503000000
286.5,0.0000000000008382300000000,0.0000000000000184580000000
287.0,0.0000000000027367000000000,0.0000000000000725470000000
287.5,0.0000000000109030000000000,0.0000000000003661800000000
288.0,0.0000000000623370000000000,0.0000000000028061000000000
288.5,0.0000000001716200000000000,0.0000000000090651000000000
289.0,0.0000000005626500000000000,0.0000000000349780000000000
289.5,0.0000000020749000000000000,0.0000000001536800000000000
290.0,0.0000000060168000000000000,0.0000000005145400000000000
290.5,0.0000000137830000000000000,0.0000000013303000000000000
291.0,0.0000000350520000000000000,0.0000000038965000000000000
291.5,0.0000001091300000000000000,0.0000000144250000000000000
292.0,0.0000002683000000000000000,0.0000000407890000000000000
292.5,0.0000004268500000000000000,0.0000000704140000000000000
293.0,0.0000008646600000000000000,0.0000001576000000000000000
293.5,0.0000022707000000000000000,0.0000004709500000000000000
294.0,0.0000041744000000000000000,0.0000009455800000000000000
294.5,0.0000065911000000000000000,0.0000015965000000000000000
295.0,0.0000122900000000000000000,0.0000032246000000000000000
295.5,0.0000278260000000000000000,0.0000080206000000000000000
296.0,0.0000479040000000000000000,0.0000147370000000000000000
296.5,0.0000713450000000000000000,0.0000233120000000000000000
297.0,0.0000968000000000000000000,0.0000331870000000000000000
297.5,0.0001860800000000000000000,0.0000679120000000000000000
298.0,0.0002898800000000000000000,0.0001112700000000000000000
298.5,0.0003578900000000000000000,0.0001427000000000000000000
299.0,0.0004921100000000000000000,0.0002032300000000000000000
299.5,0.0008606800000000000000000,0.0003738600000000000000000
300.0,0.0010205000000000000000000,0.0004563100000000000000000
300.5,0.0012450000000000000000000,0.0005720700000000000000000
301.0,0.0019300000000000000000000,0.0009192600000000000000000
301.5,0.0026914000000000000000000,0.0013201000000000000000000
302.0,0.0029209000000000000000000,0.0014570000000000000000000
302.5,0.0042840000000000000000000,0.0021910000000000000000000
303.0,0.0070945000000000000000000,0.0037332000000000000000000
303.5,0.0089795000000000000000000,0.0048044000000000000000000
304.0,0.0094701000000000000000000,0.0050973000000000000000000
304.5,0.0119530000000000000000000,0.0064675000000000000000000
305.0,0.0164630000000000000000000,0.0089336000000000000000000
305.5,0.0187190000000000000000000,0.0101860000000000000000000
306.0,0.0185770000000000000000000,0.0101500000000000000000000
306.5,0.0211080000000000000000000,0.0115680000000000000000000
307.0,0.0278490000000000000000000,0.0152460000000000000000000
307.5,0.0356350000000000000000000,0.0194680000000000000000000
308.0,0.0378370000000000000000000,0.0207530000000000000000000
308.5,0.0414300000000000000000000,0.0227500000000000000000000
309.0,0.0405340000000000000000000,0.0222980000000000000000000
309.5,0.0433060000000000000000000,0.0236720000000000000000000
310.0,0.0509390000000000000000000,0.0278260000000000000000000
310.5,0.0655400000000000000000000,0.0358790000000000000000000
311.0,0.0829220000000000000000000,0.0453920000000000000000000
311.5,0.0840800000000000000000000,0.0461560000000000000000000
312.0,0.0933760000000000000000000,0.0508980000000000000000000
312.5,0.0989840000000000000000000,0.0537660000000000000000000
313.0,0.1073300000000000000000000,0.0583230000000000000000000
313.5,0.1075700000000000000000000,0.0589990000000000000000000
314.0,0.1196900000000000000000000,0.0652660000000000000000000
314.5,0.1306000000000000000000000,0.0704760000000000000000000
315.0,0.1362500000000000000000000,0.0736860000000000000000000
315.5,0.1183800000000000000000000,0.0648330000000000000000000
316.0,0.1234800000000000000000000,0.0670880000000000000000000
316.5,0.1503600000000000000000000,0.0811180000000000000000000
317.0,0.1715800000000000000000000,0.0930200000000000000000000
317.5,0.1824500000000000000000000,0.0997120000000000000000000
318.0,0.1759400000000000000000000,0.0958150000000000000000000
318.5,0.1859100000000000000000000,0.1000500000000000000000000
319.0,0.2047000000000000000000000,0.1097100000000000000000000
319.5,0.1958900000000000000000000,0.1069300000000000000000000
320.0,0.2052700000000000000000000,0.1127700000000000000000000
320.5,0.2452500000000000000000000,0.1330500000000000000000000
321.0,0.2502400000000000000000000,0.1341400000000000000000000
321.5,0.2384300000000000000000000,0.1281700000000000000000000
322.0,0.2220300000000000000000000,0.1220000000000000000000000
322.5,0.2170900000000000000000000,0.1197000000000000000000000
323.0,0.2122600000000000000000000,0.1162300000000000000000000
323.5,0.2486100000000000000000000,0.1339300000000000000000000
324.0,0.2753700000000000000000000,0.1485200000000000000000000
324.5,0.2832100000000000000000000,0.1546700000000000000000000
325.0,0.2789400000000000000000000,0.1550400000000000000000000
325.5,0.3243600000000000000000000,0.1793600000000000000000000
326.0,0.3812000000000000000000000,0.2086800000000000000000000
326.5,0.4072200000000000000000000,0.2216200000000000000000000
327.0,0.3980600000000000000000000,0.2183400000000000000000000
327.5,0.3846500000000000000000000,0.2128500000000000000000000
328.0,0.3511600000000000000000000,0.1977300000000000000000000
328.5,0.3716400000000000000000000,0.2067500000000000000000000
329.0,0.4223500000000000000000000,0.2329700000000000000000000
329.5,0.4687800000000000000000000,0.2586400000000000000000000
330.0,0.4713900000000000000000000,0.2619200000000000000000000
330.5,0.4280000000000000000000000,0.2410300000000000000000000
331.0,0.4026200000000000000000000,0.2283500000000000000000000
331.5,0.4180600000000000000000000,0.2363500000000000000000000
332.0,0.4362300000000000000000000,0.2450800000000000000000000
332.5,0.4391900000000000000000000,0.2465500000000000000000000
333.0,0.4294400000000000000000000,0.2426300000000000000000000
333.5,0.4072400000000000000000000,0.2326500000000000000000000
334.0,0.4149700000000000000000000,0.2382300000000000000000000
334.5,0.4450900000000000000000000,0.2543400000000000000000000
335.0,0.4638800000000000000000000,0.2647700000000000000000000
335.5,0.4531300000000000000000000,0.2589400000000000000000000
336.0,0.4151900000000000000000000,0.2381300000000000000000000
336.5,0.3821400000000000000000000,0.2209900000000000000000000
337.0,0.3738000000000000000000000,0.2176700000000000000000000
337.5,0.4005100000000000000000000,0.2343400000000000000000000
338.0,0.4341100000000000000000000,0.2532100000000000000000000
338.5,0.4552700000000000000000000,0.2654900000000000000000000
339.0,0.4635500000000000000000000,0.2709600000000000000000000
339.5,0.4744600000000000000000000,0.2784700000000000000000000
340.0,0.5018000000000000000000000,0.2965900000000000000000000
340.5,0.5007100000000000000000000,0.2967400000000000000000000
341.0,0.4713900000000000000000000,0.2793200000000000000000000
341.5,0.4693500000000000000000000,0.2785300000000000000000000
342.0,0.4893400000000000000000000,0.2912100000000000000000000
342.5,0.5076700000000000000000000,0.3029600000000000000000000
343.0,0.5148900000000000000000000,0.3085700000000000000000000
343.5,0.4860900000000000000000000,0.2924600000000000000000000
344.0,0.4184300000000000000000000,0.2535200000000000000000000
344.5,0.4030700000000000000000000,0.2443900000000000000000000
345.0,0.4589800000000000000000000,0.2785400000000000000000000
345.5,0.4893200000000000000000000,0.2976100000000000000000000
346.0,0.4777800000000000000000000,0.2913200000000000000000000
346.5,0.4865700000000000000000000,0.2974700000000000000000000
347.0,0.4940400000000000000000000,0.3031800000000000000000000
347.5,0.4767400000000000000000000,0.2935100000000000000000000
348.0,0.4751100000000000000000000,0.2930600000000000000000000
348.5,0.4833600000000000000000000,0.2988400000000000000000000
349.0,0.4656400000000000000000000,0.2886400000000000000000000
349.5,0.4780500000000000000000000,0.2972000000000000000000000
350.0,0.5279800000000000000000000,0.3291300000000000000000000
350.5,0.5674100000000000000000000,0.3547100000000000000000000
351.0,0.5517200000000000000000000,0.3460300000000000000000000
351.5,0.5302200000000000000000000,0.3338800000000000000000000
352.0,0.5179100000000000000000000,0.3267400000000000000000000
352.5,0.4896200000000000000000000,0.3095400000000000000000000
353.0,0.5204000000000000000000000,0.3297500000000000000000000
353.5,0.5722800000000000000000000,0.3635100000000000000000000
354.0,0.6049800000000000000000000,0.3852300000000000000000000
354.5,0.6115600000000000000000000,0.3904300000000000000000000
355.0,0.6114000000000000000000000,0.3914000000000000000000000
355.5,0.5902800000000000000000000,0.3787800000000000000000000
356.0,0.5538700000000000000000000,0.3562700000000000000000000
356.5,0.5194200000000000000000000,0.3349500000000000000000000
357.0,0.4567300000000000000000000,0.2952700000000000000000000
357.5,0.4621500000000000000000000,0.2995000000000000000000000
358.0,0.4300600000000000000000000,0.2793600000000000000000000
358.5,0.3992600000000000000000000,0.2599800000000000000000000
359.0,0.4695300000000000000000000,0.3065000000000000000000000
359.5,0.5654900000000000000000000,0.3701300000000000000000000
360.0,0.5981700000000000000000000,0.3924000000000000000000000
360.5,0.5653100000000000000000000,0.3716700000000000000000000
361.0,0.5202400000000000000000000,0.3427800000000000000000000
361.5,0.5095600000000000000000000,0.3364700000000000000000000
362.0,0.5342000000000000000000000,0.3535000000000000000000000
362.5,0.5851000000000000000000000,0.3880400000000000000000000
363.0,0.6019100000000000000000000,0.4000500000000000000000000
363.5,0.5854100000000000000000000,0.3899400000000000000000000
364.0,0.6062800000000000000000000,0.4047200000000000000000000
364.5,0.6005800000000000000000000,0.4017900000000000000000000
365.0,0.6235900000000000000000000,0.4181000000000000000000000
365.5,0.6862800000000000000000000,0.4611000000000000000000000
366.0,0.7353200000000000000000000,0.4950800000000000000000000
366.5,0.7365800000000000000000000,0.4969400000000000000000000
367.0,0.7228500000000000000000000,0.4886900000000000000000000
367.5,0.7091400000000000000000000,0.4804100000000000000000000
368.0,0.6675900000000000000000000,0.4531900000000000000000000
368.5,0.6631000000000000000000000,0.4510600000000000000000000
369.0,0.6931500000000000000000000,0.4724400000000000000000000
369.5,0.7446900000000000000000000,0.5085600000000000000000000
370.0,0.7550700000000000000000000,0.5166600000000000000000000
370.5,0.6826100000000000000000000,0.4679800000000000000000000
371.0,0.6933800000000000000000000,0.4762800000000000000000000
371.5,0.7205100000000000000000000,0.4958700000000000000000000
372.0,0.6744400000000000000000000,0.4650600000000000000000000
372.5,0.6425300000000000000000000,0.4438900000000000000000000
373.0,0.6188600000000000000000000,0.4283300000000000000000000
373.5,0.5578600000000000000000000,0.3868200000000000000000000
374.0,0.5564000000000000000000000,0.3865100000000000000000000
374.5,0.5522700000000000000000000,0.3843500000000000000000000
375.0,0.5893000000000000000000000,0.4108700000000000000000000
375.5,0.6516200000000000000000000,0.4551400000000000000000000
376.0,0.6748000000000000000000000,0.4721800000000000000000000
376.5,0.6639000000000000000000000,0.4653800000000000000000000
377.0,0.7122500000000000000000000,0.5001400000000000000000000
377.5,0.7945500000000000000000000,0.5589000000000000000000000
378.0,0.8559500000000000000000000,0.6031400000000000000000000
378.5,0.8341800000000000000000000,0.5889200000000000000000000
379.0,0.7438900000000000000000000,0.5261600000000000000000000
379.5,0.6668300000000000000000000,0.4725500000000000000000000
380.0,0.7007700000000000000000000,0.4975100000000000000000000
380.5,0.7507500000000000000000000,0.5339600000000000000000000
381.0,0.7638300000000000000000000,0.5442400000000000000000000
381.5,0.6883700000000000000000000,0.4913500000000000000000000
382.0,0.5867800000000000000000000,0.4195800000000000000000000
382.5,0.5076200000000000000000000,0.3636100000000000000000000
383.0,0.4549900000000000000000000,0.3264800000000000000000000
383.5,0.4404900000000000000000000,0.3165800000000000000000000
384.0,0.5096800000000000000000000,0.3668900000000000000000000
384.5,0.6135900000000000000000000,0.4423900000000000000000000
385.0,0.6735500000000000000000000,0.4863800000000000000000000
385.5,0.6436300000000000000000000,0.4654900000000000000000000
386.0,0.6210000000000000000000000,0.4498400000000000000000000
386.5,0.6457000000000000000000000,0.4684800000000000000000000
387.0,0.6514700000000000000000000,0.4734300000000000000000000
387.5,0.6420400000000000000000000,0.4673100000000000000000000
388.0,0.6358200000000000000000000,0.4635000000000000000000000
388.5,0.6313600000000000000000000,0.4609600000000000000000000
389.0,0.6854300000000000000000000,0.5012100000000000000000000
389.5,0.7597000000000000000000000,0.5563700000000000000000000
390.0,0.7969900000000000000000000,0.5845700000000000000000000
390.5,0.8037100000000000000000000,0.5903800000000000000000000
391.0,0.8513800000000000000000000,0.6263400000000000000000000
391.5,0.8634400000000000000000000,0.6361700000000000000000000
392.0,0.7949300000000000000000000,0.5865600000000000000000000
392.5,0.6625700000000000000000000,0.4896100000000000000000000
393.0,0.4797500000000000000000000,0.3550200000000000000000000
393.5,0.3815200000000000000000000,0.2827200000000000000000000
394.0,0.4956700000000000000000000,0.3678000000000000000000000
394.5,0.6838500000000000000000000,0.5081100000000000000000000
395.0,0.8077200000000000000000000,0.6009600000000000000000000
395.5,0.8603800000000000000000000,0.6410100000000000000000000
396.0,0.7565500000000000000000000,0.5644300000000000000000000
396.5,0.5501700000000000000000000,0.4110100000000000000000000
397.0,0.4261900000000000000000000,0.3188200000000000000000000
397.5,0.6294500000000000000000000,0.4715100000000000000000000
398.0,0.8524900000000000000000000,0.6394400000000000000000000
398.5,1.0069000000000000000000000,0.7562200000000000000000000
399.0,1.0693000000000000000000000,0.8040800000000000000000000
399.5,1.1021000000000000000000000,0.8298000000000000000000000
400.0,1.1141000000000000000000000,0.8398900000000000000000000
401.0,1.1603000000000000000000000,0.8769100000000000000000000
402.0,1.2061000000000000000000000,0.9138700000000000000000000
403.0,1.1613000000000000000000000,0.8821100000000000000000000
404.0,1.1801000000000000000000000,0.8984900000000000000000000
405.0,1.1511000000000000000000000,0.8784900000000000000000000
406.0,1.1227000000000000000000000,0.8587800000000000000000000
407.0,1.1026000000000000000000000,0.8454500000000000000000000
408.0,1.1514000000000000000000000,0.8848800000000000000000000
409.0,1.2299000000000000000000000,0.9471700000000000000000000
410.0,1.0485000000000000000000000,0.8091000000000000000000000
411.0,1.1738000000000000000000000,0.9077000000000000000000000
412.0,1.2478000000000000000000000,0.9668600000000000000000000
413.0,1.1971000000000000000000000,0.9295100000000000000000000
414.0,1.1842000000000000000000000,0.9213400000000000000000000
415.0,1.2258000000000000000000000,0.9556900000000000000000000
416.0,1.2624000000000000000000000,0.9862800000000000000000000
417.0,1.2312000000000000000000000,0.9639200000000000000000000
418.0,1.1777000000000000000000000,0.9239200000000000000000000
419.0,1.2258000000000000000000000,0.9635400000000000000000000
420.0,1.1232000000000000000000000,0.8846700000000000000000000
421.0,1.2757000000000000000000000,1.0067000000000000000000000
